iter	Passed	Remaining
1676	10322	1988
1677	10328	1982
1678	10334	1975
1679	10341	1969
1680	10346	1963
1681	10352	1957
1682	10358	1951
1683	10364	1944
1684	10369	1938
1685	10376	1932
1686	10383	1926
1687	10389	1920
1688	10396	1914
1689	10402	1908
1690	10408	1901
1691	10413	1895
1692	10419	1889
1693	10426	1883
1694	10432	1877
1695	10437	1870
1696	10443	1864
1697	10449	1858
1698	10455	1852
1699	10461	1846
1700	10467	1840
1701	10474	1833
1702	10480	1827
1703	10486	1821
1704	10492	1815
1705	10498	1809
1706	10505	1803
1707	10511	1797
1708	10517	1790
1709	10523	1784
1710	10529	1778
1711	10535	1772
1712	10541	1766
1713	10547	1759
1714	10553	1753
1715	10560	1747
1716	10566	1741
1717	10573	1735
1718	10579	1729
1719	10584	1723
1720	10590	1716
1721	10596	1710
1722	10602	1704
1723	10608	1698
1724	10614	1692
1725	10620	1686
1726	10626	1679
1727	10633	1673
1728	10639	1667
1729	10645	1661
1730	10651	1655
1731	10657	1649
1732	10663	1642
1733	10669	1636
1734	10675	1630
1735	10682	1624
1736	10688	1618
1737	10695	1612
1738	10701	1606
1739	10707	1599
1740	10713	1593
1741	10718	1587
1742	10725	1581
1743	10731	1575
1744	10736	1569
1745	10743	1562
1746	10749	1556
1747	10755	1550
1748	10761	1544
1749	10767	1538
1750	10774	1532
1751	10780	1525
1752	10786	1519
1753	10792	1513
1754	10798	1507
1755	10804	1501
1756	10810	1495
1757	10815	1488
1758	10821	1482
1759	10827	1476
1760	10834	1470
1761	10840	1464
1762	10846	1458
1763	10852	1451
1764	10858	1445
1765	10864	1439
1766	10870	1433
1767	10876	1427
1768	10882	1421
1769	10889	1414
1770	10896	1408
1771	10902	1402
1772	10908	1396
1773	10914	1390
1774	10920	1384
1775	10926	1378
1776	10932	1371
1777	10938	1365
1778	10944	1359
1779	10951	1353
1780	10957	1347
1781	10964	1341
1782	10970	1335
1783	10976	1328
1784	10983	1322
1785	10988	1316
1786	10995	1310
1787	11001	1304
1788	11007	1298
1789	11013	1292
1790	11019	1285
1791	11026	1279
1792	11032	1273
1793	11038	1267
1794	11044	1261
1795	11050	1255
1796	11057	1249
1797	11063	1242
1798	11069	1236
1799	11075	1230
1800	11081	1224
1801	11087	1218
1802	11093	1212
1803	11100	1205
1804	11106	1199
1805	11112	1193
1806	11118	1187
1807	11124	1181
1808	11129	1175
1809	11135	1168
1810	11142	1162
1811	11148	1156
1812	11154	1150
1813	11160	1144
1814	11167	1138
1815	11173	1132
1816	11179	1125
1817	11185	1119
1818	11191	1113
1819	11197	1107
1820	11203	1101
1821	11209	1095
1822	11216	1089
1823	11222	1082
1824	11228	1076
1825	11234	1070
1826	11241	1064
1827	11246	1058
1828	11252	1052
1829	11259	1045
1830	11265	1039
1831	11271	1033
1832	11277	1027
1833	11283	1021
1834	11289	1015
1835	11295	1008
1836	11302	1002
1837	11308	996
1838	11314	990
1839	11320	984
1840	11327	978
1841	11333	972
1842	11339	965
1843	11345	959
1844	11352	953
1845	11358	947
1846	11364	941
1847	11370	935
1848	11376	929
1849	11382	922
1850	11389	916
1851	11395	910
1852	11401	904
1853	11407	898
1854	11413	892
1855	11419	885
1856	11425	879
1857	11431	873
1858	11438	867
1859	11444	861
1860	11450	855
1861	11456	849
1862	11462	842
1863	11468	836
1864	11474	830
1865	11480	824
1866	11486	818
1867	11492	812
1868	11499	806
1869	11505	799
1870	11512	793
1871	11519	787
1872	11525	781
1873	11531	775
1874	11537	769
1875	11543	763
1876	11549	756
1877	11555	750
1878	11561	744
1879	11567	738
1880	11573	732
1881	11580	726
1882	11586	719
1883	11592	713
1884	11598	707
1885	11604	701
1886	11610	695
1887	11616	689
1888	11622	682
1889	11628	676
1890	11634	670
1891	11640	664
1892	11646	658
1893	11651	652
1894	11658	645
1895	11664	639
1896	11669	633
1897	11676	627
1898	11682	621
1899	11688	615
1900	11694	609
1901	11700	602
1902	11707	596
1903	11713	590
1904	11720	584
1905	11726	578
1906	11732	572
1907	11738	566
1908	11744	559
1909	11751	553
1910	11757	547
1911	11764	541
1912	11770	535
1913	11775	529
1914	11781	522
1915	11788	516
1916	11793	510
1917	11800	504
1918	11806	498
1919	11812	492
1920	11819	486
1921	11825	479
1922	11831	473
1923	11837	467
1924	11844	461
1925	11850	455
1926	11856	449
1927	11863	443
1928	11869	436
1929	11875	430
1930	11881	424
1931	11887	418
1932	11893	412
1933	11899	406
1934	11905	399
1935	11911	393
1936	11917	387
1937	11923	381
1938	11929	375
1939	11935	369
1940	11941	362
1941	11947	356
1942	11954	350
1943	11959	344
1944	11966	338
1945	11972	332
1946	11978	326
1947	11983	319
1948	11990	313
1949	11995	307
1950	12002	301
1951	12008	295
1952	12014	289
1953	12020	282
1954	12026	276
1955	12032	270
1956	12038	264
1957	12045	258
1958	12051	252
1959	12057	246
1960	12063	239
1961	12069	233
1962	12075	227
1963	12081	221
1964	12088	215
1965	12093	209
1966	12100	203
1967	12106	196
1968	12112	190
1969	12118	184
1970	12124	178
1971	12131	172
1972	12137	166
1973	12143	159
1974	12149	153
1975	12156	147
1976	12162	141
1977	12168	135
1978	12174	129
1979	12181	123
1980	12187	116
1981	12193	110
1982	12199	104
1983	12206	98
1984	12212	92
1985	12218	86
1986	12225	79
1987	12232	73
1988	12237	67
1989	12244	61
1990	12249	55
1991	12255	49
1992	12261	43
1993	12267	36
1994	12273	30
1995	12279	24
1996	12285	18
1997	12292	12
1998	12298	6
1999	12304	0
