일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2008/12/30","1124.47","6.88","0.62","1124.60","1144.24","1121.32","357926.0","3269662.0","5.76927703E8"
"2008/12/29","1117.59","-0.27","-0.02","1109.40","1118.35","1084.26","312516.0","2615495.0","5.73728866E8"
"2008/12/26","1117.86","-10.65","-0.94","1128.54","1134.57","1108.86","345549.0","3078267.0","5.74506026E8"
"2008/12/24","1128.51","-15.80","-1.38","1140.08","1143.68","1113.17","407845.0","3508788.0","5.79635401E8"
"2008/12/23","1144.31","-35.30","-2.99","1168.15","1175.32","1140.13","436408.0","4108318.0","5.87671844E8"
"2008/12/22","1179.61","-1.36","-0.12","1189.85","1201.14","1167.63","450639.0","5341409.0","6.0568908E8"
"2008/12/19","1180.97","5.06","0.43","1174.24","1194.52","1171.38","685025.0","5401355.0","6.06239201E8"
"2008/12/18","1175.91","6.16","0.53","1183.38","1189.83","1164.60","557762.0","5904836.0","6.03339608E8"
"2008/12/17","1169.75","8.19","0.71","1190.09","1196.37","1146.04","647793.0","6577860.0","6.00304132E8"
"2008/12/16","1161.56","3.37","0.29","1148.68","1165.29","1137.05","626697.0","6818527.0","5.96015612E8"
"2008/12/15","1158.19","54.37","4.93","1152.25","1164.72","1138.42","485362.0","5850073.0","5.94662636E8"
"2008/12/12","1103.82","-50.61","-4.38","1128.66","1152.99","1089.94","622304.0","6749653.0","5.67048014E8"
"2008/12/11","1154.43","8.56","0.75","1145.06","1166.27","1135.50","576700.0","8145576.0","5.92682316E8"
"2008/12/10","1145.87","40.03","3.62","1112.44","1155.08","1105.71","562092.0","7535486.0","5.88603906E8"
"2008/12/09","1105.84","0.79","0.07","1116.09","1120.66","1092.49","486456.0","6063058.0","5.68129053E8"
"2008/12/08","1105.05","76.92","7.48","1041.41","1111.27","1037.64","541793.0","6520366.0","5.67560093E8"
"2008/12/05","1028.13","21.59","2.14","1017.48","1032.68","1008.30","401605.0","3668501.0","5.28405266E8"
"2008/12/04","1006.54","-16.13","-1.58","1042.16","1042.16","997.00","402238.0","4449877.0","5.17646154E8"
"2008/12/03","1022.67","-0.53","-0.05","1038.41","1038.41","1013.56","478715.0","5310410.0","5.25758966E8"
"2008/12/02","1023.20","-35.42","-3.35","1007.71","1038.41","1007.26","421112.0","4093920.0","5.26172571E8"
"2008/12/01","1058.62","-17.45","-1.62","1074.00","1083.01","1058.62","627338.0","4672824.0","5.44318157E8"
"2008/11/28","1076.07","12.59","1.18","1066.84","1084.03","1061.52","555247.0","5186234.0","5.54122786E8"
"2008/11/27","1063.48","33.70","3.27","1058.63","1070.67","1046.46","563630.0","5976241.0","5.41176043E8"
"2008/11/26","1029.78","46.46","4.72","993.07","1030.70","993.07","515467.0","5155322.0","5.23345453E8"
"2008/11/25","983.32","13.18","1.36","1016.09","1029.46","966.28","486154.0","5425508.0","5.00054958E8"
"2008/11/24","970.14","-33.59","-3.35","996.23","1014.49","969.49","464191.0","4778959.0","4.93488334E8"
"2008/11/21","1003.73","55.04","5.80","929.74","1013.12","914.02","602106.0","5092689.0","5.10550163E8"
"2008/11/20","948.69","-68.13","-6.70","967.46","984.51","947.44","424070.0","3956358.0","4.82685318E8"
"2008/11/19","1016.82","-19.34","-1.87","1038.74","1038.74","994.57","404607.0","4218378.0","5.16910707E8"
"2008/11/18","1036.16","-42.16","-3.91","1053.29","1075.68","1036.10","377420.0","4134786.0","5.26682685E8"
"2008/11/17","1078.32","-9.94","-0.91","1074.33","1104.66","1050.40","413383.0","4846331.0","5.47801136E8"
"2008/11/14","1088.26","-0.18","-0.02","1126.94","1129.40","1078.44","440486.0","5068481.0","5.52945921E8"
"2008/11/13","1088.44","-35.42","-3.15","1074.75","1088.46","1040.34","566759.0","5351352.0","5.53416774E8"
"2008/11/12","1123.86","-4.87","-0.43","1103.88","1143.18","1096.63","605657.0","5051821.0","5.710441E8"
"2008/11/11","1128.73","-23.73","-2.06","1133.34","1160.30","1114.50","600726.0","5831800.0","5.73530673E8"
"2008/11/10","1152.46","17.97","1.58","1152.26","1165.57","1124.13","717484.0","7372464.0","5.85579198E8"
"2008/11/07","1134.49","42.27","3.87","1054.35","1134.50","1038.72","846308.0","6929645.0","5.77271038E8"
"2008/11/06","1092.22","-89.28","-7.56","1133.78","1140.85","1081.79","657626.0","5363601.0","5.55819652E8"
"2008/11/05","1181.50","28.15","2.44","1184.92","1217.82","1159.67","790191.0","7965854.0","6.00742674E8"
"2008/11/04","1153.35","24.27","2.15","1135.53","1154.45","1114.41","603573.0","6798275.0","5.86688635E8"
"2008/11/03","1129.08","16.02","1.44","1117.13","1158.87","1109.32","568247.0","7181994.0","5.74510849E8"
"2008/10/31","1113.06","28.34","2.61","1083.14","1158.66","1061.46","864750.0","9147277.0","5.66438074E8"
"2008/10/30","1084.72","115.75","11.95","1036.83","1094.89","992.89","621628.0","7404484.0","5.51937616E8"
"2008/10/29","968.97","-30.19","-3.02","1047.48","1078.33","920.35","763398.0","8290018.0","4.92925488E8"
"2008/10/28","999.16","52.71","5.57","916.85","1012.73","901.49","649429.0","6296119.0","5.07841856E8"
