일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2020/12/30","2873.47","52.96","1.88","2820.36","2878.21","2809.35","1074033.0","1.7928855E7","1.980543162E9"
"2020/12/29","2820.51","11.91","0.42","2810.55","2823.44","2792.06","1046839.0","1.9299049E7","1.944111086E9"
"2020/12/28","2808.60","1.74","0.06","2820.95","2834.59","2799.56","1006250.0","2.4197781E7","1.938374378E9"
"2020/12/24","2806.86","47.04","1.70","2762.60","2812.16","2762.60","1030890.0","1.9984695E7","1.936826862E9"
"2020/12/23","2759.82","26.14","0.96","2737.74","2769.08","2716.28","1121347.0","2.0281218E7","1.901461519E9"
"2020/12/22","2733.68","-44.97","-1.62","2772.03","2774.22","2733.64","1260762.0","1.9881378E7","1.881809988E9"
"2020/12/21","2778.65","6.47","0.23","2771.98","2780.24","2747.09","1139514.0","1.8972231E7","1.911737301E9"
"2020/12/18","2772.18","1.75","0.06","2770.95","2782.15","2762.80","1059144.0","1.9166225E7","1.907350242E9"
"2020/12/17","2770.43","-1.36","-0.05","2769.89","2772.71","2742.25","1015484.0","1.6275329E7","1.90641928E9"
"2020/12/16","2771.79","14.97","0.54","2763.64","2781.08","2761.50","1166638.0","1.3649677E7","1.907811219E9"
"2020/12/15","2756.82","-5.38","-0.19","2763.65","2769.37","2735.08","1093523.0","1.5537969E7","1.897677117E9"
"2020/12/14","2762.20","-7.86","-0.28","2769.43","2782.79","2755.29","1113631.0","1.7012253E7","1.901627365E9"
"2020/12/11","2770.06","23.60","0.86","2754.16","2781.04","2754.16","1215239.0","1.83291E7","1.906299605E9"
"2020/12/10","2746.46","-9.01","-0.33","2750.34","2765.46","2718.70","1227651.0","2.0630647E7","1.889374447E9"
"2020/12/09","2755.47","54.54","2.02","2703.30","2755.47","2703.30","1252305.0","1.7007606E7","1.894556865E9"
"2020/12/08","2700.93","-44.51","-1.62","2745.13","2747.45","2700.92","1415240.0","1.7157199E7","1.857599327E9"
"2020/12/07","2745.44","13.99","0.51","2738.11","2754.01","2711.42","1499265.0","1.7933012E7","1.888221382E9"
"2020/12/04","2731.45","35.23","1.31","2705.34","2742.77","2705.34","1778897.0","1.9875836E7","1.877444703E9"
"2020/12/03","2696.22","20.32","0.76","2686.38","2696.22","2672.85","817066.0","1.5605054E7","1.852628728E9"
"2020/12/02","2675.90","41.65","1.58","2645.88","2677.26","2644.53","1076204.0","1.7506705E7","1.838364843E9"
"2020/12/01","2634.25","42.91","1.66","2613.42","2638.87","2611.67","1151129.0","1.5947293E7","1.809494578E9"
"2020/11/30","2591.34","-42.11","-1.60","2648.05","2648.66","2591.34","1311831.0","2.1231832E7","1.7796354E9"
"2020/11/27","2633.45","7.54","0.29","2624.80","2635.00","2618.47","1196042.0","1.2641691E7","1.808171429E9"
"2020/11/26","2625.91","24.37","0.94","2605.73","2625.97","2592.43","1387435.0","1.2714565E7","1.803103425E9"
"2020/11/25","2601.54","-16.22","-0.62","2637.34","2642.26","2583.41","1410105.0","2.1795848E7","1.786075295E9"
"2020/11/24","2617.76","15.17","0.58","2616.28","2628.52","2605.03","1364506.0","1.6886574E7","1.797825355E9"
"2020/11/23","2602.59","49.09","1.92","2560.04","2605.58","2553.70","1649443.0","1.5763526E7","1.786992048E9"
"2020/11/20","2553.50","6.08","0.24","2544.06","2558.21","2539.79","1129501.0","1.2266186E7","1.75206508E9"
"2020/11/19","2547.42","1.78","0.07","2536.89","2548.95","2529.53","976483.0","1.2515007E7","1.747598155E9"
"2020/11/18","2545.64","6.49","0.26","2548.85","2553.95","2536.78","923504.0","1.3554048E7","1.746416815E9"
"2020/11/17","2539.15","-3.88","-0.15","2544.12","2556.09","2533.34","1267495.0","1.7795513E7","1.742186196E9"
"2020/11/16","2543.03","49.16","1.97","2507.46","2546.37","2507.46","1239135.0","1.90884E7","1.744282188E9"
"2020/11/13","2493.87","18.25","0.74","2470.12","2495.77","2460.96","1072383.0","1.7043855E7","1.710439788E9"
"2020/11/12","2475.62","-10.25","-0.41","2482.68","2488.79","2467.04","1278692.0","1.642001E7","1.698329618E9"
"2020/11/11","2485.87","33.04","1.35","2459.50","2488.04","2459.50","1272039.0","1.8307326E7","1.703946067E9"
"2020/11/10","2452.83","5.63","0.23","2453.95","2457.94","2435.59","1464168.0","1.7981336E7","1.681030953E9"
"2020/11/09","2447.20","30.70","1.27","2438.63","2459.15","2434.52","1354863.0","1.4847225E7","1.676944569E9"
"2020/11/06","2416.50","2.71","0.11","2421.79","2431.11","2404.97","825569.0","1.2579333E7","1.655495907E9"
"2020/11/05","2413.79","56.47","2.40","2373.41","2413.79","2370.85","702037.0","1.2578752E7","1.653392888E9"
"2020/11/04","2357.32","14.01","0.60","2361.32","2371.14","2339.95","986786.0","1.4835039E7","1.61483676E9"
"2020/11/03","2343.31","43.15","1.88","2315.81","2344.77","2315.30","887445.0","1.0874229E7","1.605475497E9"
"2020/11/02","2300.16","33.01","1.46","2276.61","2302.64","2267.95","678501.0","8514452.0","1.57579315E9"
"2020/10/30","2267.15","-59.52","-2.56","2319.56","2320.20","2266.93","795585.0","1.1782118E7","1.553004436E9"
"2020/10/29","2326.67","-18.59","-0.79","2312.34","2330.17","2299.91","509768.0","1.0357788E7","1.594058109E9"
"2020/10/28","2345.26","14.42","0.62","2324.18","2345.46","2316.47","705770.0","8941028.0","1.607471156E9"
"2020/10/27","2330.84","-13.07","-0.56","2328.66","2349.33","2321.23","666942.0","1.1269186E7","1.59838891E9"
"2020/10/26","2343.91","-16.90","-0.72","2366.50","2374.50","2342.58","822268.0","1.1654274E7","1.607185398E9"
"2020/10/23","2360.81","5.76","0.24","2364.84","2368.57","2344.49","890385.0","1.0724122E7","1.618108162E9"
"2020/10/22","2355.05","-15.81","-0.67","2355.61","2360.22","2339.73","815612.0","9774989.0","1.614311509E9"
"2020/10/21","2370.86","12.45","0.53","2363.03","2371.74","2356.32","812837.0","9864098.0","1.624489277E9"
"2020/10/20","2358.41","11.67","0.50","2333.56","2358.41","2322.06","874293.0","1.1833548E7","1.616230745E9"
