일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2022/12/29","2236.40","-44.05","-1.93","2265.73","2272.67","2236.38","361194.0","6036542.0","1.767235221E9"
"2022/12/28","2280.45","-52.34","-2.24","2296.45","2296.45","2276.90","405894.0","7566893.0","1.801877943E9"
"2022/12/27","2332.79","15.65","0.68","2327.52","2335.99","2321.48","448499.0","7126994.0","1.844141209E9"
"2022/12/26","2317.14","3.45","0.15","2312.54","2321.92","2304.20","427845.0","5205750.0","1.83172764E9"
"2022/12/23","2313.69","-43.04","-1.83","2325.86","2333.08","2311.90","366989.0","5935798.0","1.829395536E9"
"2022/12/22","2356.73","27.78","1.19","2340.00","2356.73","2335.75","553053.0","9460859.0","1.863411614E9"
"2022/12/21","2328.95","-4.34","-0.19","2346.39","2347.00","2325.78","329724.0","5102490.0","1.840550909E9"
"2022/12/20","2333.29","-18.88","-0.80","2344.73","2353.86","2324.66","358771.0","5335838.0","1.844296008E9"
"2022/12/19","2352.17","-7.85","-0.33","2350.78","2358.76","2342.28","323987.0","5018052.0","1.859031541E9"
"2022/12/16","2360.02","-0.95","-0.04","2329.75","2360.44","2326.83","414172.0","7206180.0","1.865107455E9"
"2022/12/15","2360.97","-38.28","-1.60","2383.83","2392.11","2360.95","375386.0","6134217.0","1.865842784E9"
"2022/12/14","2399.25","26.85","1.13","2380.81","2400.18","2379.44","409799.0","5724107.0","1.895655041E9"
"2022/12/13","2372.40","-0.62","-0.03","2385.05","2388.27","2364.87","447565.0","6659361.0","1.874838728E9"
"2022/12/12","2373.02","-16.02","-0.67","2373.58","2381.87","2368.47","499225.0","5822260.0","1.875700661E9"
"2022/12/09","2389.04","17.96","0.76","2382.73","2390.08","2367.25","315674.0","7220198.0","1.888379556E9"
"2022/12/08","2371.08","-11.73","-0.49","2386.90","2387.95","2357.20","351939.0","7552997.0","1.873438918E9"
"2022/12/07","2382.81","-10.35","-0.43","2385.87","2394.88","2377.98","332587.0","6080662.0","1.882795765E9"
"2022/12/06","2393.16","-26.16","-1.08","2397.70","2416.88","2390.20","368636.0","6477022.0","1.891336961E9"
"2022/12/05","2419.32","-15.01","-0.62","2442.17","2442.22","2413.05","385586.0","7717406.0","1.911915923E9"
"2022/12/02","2434.33","-45.51","-1.84","2471.50","2471.50","2434.33","468847.0","7328393.0","1.924204751E9"
"2022/12/01","2479.84","7.31","0.30","2501.43","2501.43","2474.33","491383.0","8850099.0","1.959622743E9"
"2022/11/30","2472.53","39.14","1.61","2424.44","2472.53","2421.42","594127.0","1.2469429E7","1.95384081E9"
"2022/11/29","2433.39","25.12","1.04","2405.54","2433.87","2401.10","550175.0","6533346.0","1.923006248E9"
"2022/11/28","2408.27","-29.59","-1.21","2425.05","2425.65","2401.95","350497.0","6462501.0","1.903723176E9"
"2022/11/25","2437.86","-3.47","-0.14","2442.21","2449.66","2433.57","438394.0","6347579.0","1.926846987E9"
"2022/11/24","2441.33","23.32","0.96","2437.51","2441.33","2428.12","481185.0","6849559.0","1.929930653E9"
"2022/11/23","2418.01","12.74","0.53","2424.36","2427.28","2407.58","474789.0","7477108.0","1.911397949E9"
"2022/11/22","2405.27","-14.23","-0.59","2405.96","2426.40","2401.50","539169.0","7253676.0","1.901129947E9"
"2022/11/21","2419.50","-24.98","-1.02","2446.05","2448.14","2409.36","544529.0","7049427.0","1.912994305E9"
"2022/11/18","2444.48","1.58","0.06","2448.13","2471.87","2442.87","589586.0","7444437.0","1.932865881E9"
"2022/11/17","2442.90","-34.55","-1.39","2466.50","2467.39","2442.90","914519.0","8556989.0","1.931710185E9"
"2022/11/16","2477.45","-2.88","-0.12","2487.00","2487.00","2446.79","657834.0","9880428.0","1.959009891E9"
"2022/11/15","2480.33","5.68","0.23","2482.76","2485.20","2463.65","617401.0","9308852.0","1.959323045E9"
"2022/11/14","2474.65","-8.51","-0.34","2485.18","2499.43","2470.60","731166.0","1.1216385E7","1.954401825E9"
"2022/11/11","2483.16","80.93","3.37","2466.90","2486.46","2463.51","758248.0","1.3917648E7","1.960950353E9"
"2022/11/10","2402.23","-22.18","-0.91","2405.77","2426.10","2401.99","899127.0","9344425.0","1.897654097E9"
"2022/11/09","2424.41","25.37","1.06","2408.54","2429.65","2403.64","680722.0","9342672.0","1.915468947E9"
"2022/11/08","2399.04","27.25","1.15","2387.20","2400.39","2375.67","500088.0","8601453.0","1.894800321E9"
"2022/11/07","2371.79","23.36","0.99","2360.22","2373.28","2354.22","392509.0","8059881.0","1.872576585E9"
"2022/11/04","2348.43","19.26","0.83","2325.85","2348.43","2316.29","436430.0","7927339.0","1.853798828E9"
"2022/11/03","2329.17","-7.70","-0.33","2297.45","2342.86","2296.44","550428.0","9273251.0","1.838688384E9"
"2022/11/02","2336.87","1.65","0.07","2326.05","2346.32","2323.37","450635.0","9568101.0","1.844237342E9"
"2022/11/01","2335.22","41.61","1.81","2301.58","2335.57","2297.57","597206.0","9476615.0","1.842767623E9"
"2022/10/31","2293.61","25.21","1.11","2293.75","2295.51","2273.73","401400.0","8679296.0","1.810255609E9"
"2022/10/28","2268.40","-20.38","-0.89","2276.73","2292.65","2266.44","427245.0","8289371.0","1.789451214E9"
"2022/10/27","2288.78","39.22","1.74","2266.07","2290.56","2262.02","587872.0","8435337.0","1.806510988E9"
"2022/10/26","2249.56","14.49","0.65","2240.70","2258.11","2234.49","563442.0","7492743.0","1.776494531E9"
"2022/10/25","2235.07","-1.09","-0.05","2237.04","2253.24","2230.75","456770.0","7030017.0","1.765049718E9"
"2022/10/24","2236.16","23.04","1.04","2248.26","2256.67","2229.85","444820.0","6846985.0","1.765515578E9"
"2022/10/21","2213.12","-4.97","-0.22","2210.59","2224.04","2204.64","637486.0","6228174.0","1.747594294E9"
"2022/10/20","2218.09","-19.35","-0.86","2225.53","2231.52","2200.44","1108103.0","8325030.0","1.751305188E9"
"2022/10/19","2237.44","-12.51","-0.56","2249.35","2266.80","2234.59","895161.0","7738879.0","1.765921333E9"
"2022/10/18","2249.95","30.24","1.36","2249.15","2251.74","2220.71","580892.0","7249919.0","1.775708706E9"
"2022/10/17","2219.71","7.16","0.32","2187.17","2221.05","2177.66","498781.0","6526810.0","1.752293076E9"
"2022/10/14","2212.55","49.68","2.30","2200.66","2220.54","2193.63","513524.0","7161818.0","1.745972217E9"
"2022/10/13","2162.87","-39.60","-1.80","2198.29","2198.34","2162.87","792452.0","7169779.0","1.707061504E9"
"2022/10/12","2202.47","10.40","0.47","2191.35","2205.02","2181.65","658348.0","7409131.0","1.737572148E9"
"2022/10/11","2192.07","-40.77","-1.83","2193.02","2193.05","2174.06","859509.0","7867859.0","1.729423095E9"
"2022/10/07","2232.84","-5.02","-0.22","2217.84","2245.88","2215.08","428683.0","7831444.0","1.761987171E9"
"2022/10/06","2237.86","22.64","1.02","2230.43","2250.87","2223.36","643016.0","6850065.0","1.765200352E9"
"2022/10/05","2215.22","5.84","0.26","2248.85","2253.93","2204.03","855790.0","9509080.0","1.747613734E9"
"2022/10/04","2209.38","53.89","2.50","2189.51","2212.38","2180.84","421003.0","7500281.0","1.741825455E9"
"2022/09/30","2155.49","-15.44","-0.71","2161.11","2177.20","2134.77","950270.0","7923751.0","1.698450563E9"
"2022/09/29","2170.93","1.64","0.08","2197.75","2210.61","2170.14","508501.0","7240707.0","1.710780971E9"
"2022/09/28","2169.29","-54.57","-2.45","2206.15","2223.56","2151.60","596136.0","9208350.0","1.70933598E9"
"2022/09/27","2223.86","2.92","0.13","2224.39","2227.35","2197.90","487940.0","8005557.0","1.752262101E9"
"2022/09/26","2220.94","-69.06","-3.02","2260.80","2260.80","2215.36","621995.0","9461818.0","1.750077524E9"
"2022/09/23","2290.00","-42.31","-1.81","2331.33","2334.06","2285.71","446461.0","7416796.0","1.80449996E9"
"2022/09/22","2332.31","-14.90","-0.63","2319.70","2335.11","2309.10","446820.0","7413267.0","1.83716489E9"
"2022/09/21","2347.21","-20.64","-0.87","2351.54","2360.27","2341.79","378165.0","6269073.0","1.849097413E9"
"2022/09/20","2367.85","12.19","0.52","2373.64","2382.52","2359.84","419340.0","7013236.0","1.865526657E9"
"2022/09/19","2355.66","-27.12","-1.14","2388.73","2389.85","2352.76","403937.0","6885919.0","1.856704766E9"
"2022/09/16","2382.78","-19.05","-0.79","2387.56","2395.10","2371.11","440799.0","8690464.0","1.877514132E9"
"2022/09/15","2401.83","-9.59","-0.40","2416.01","2421.63","2401.83","424111.0","7432764.0","1.892386625E9"
"2022/09/14","2411.42","-38.12","-1.56","2390.47","2418.42","2381.50","461508.0","7625505.0","1.900212543E9"
"2022/09/13","2449.54","65.26","2.74","2418.59","2453.95","2418.59","367103.0","9165153.0","1.930515175E9"
"2022/09/08","2384.28","7.82","0.33","2393.27","2394.06","2379.06","423621.0","9208735.0","1.879133852E9"
"2022/09/07","2376.46","-33.56","-1.39","2395.66","2398.40","2365.35","378200.0","7530890.0","1.872365971E9"
"2022/09/06","2410.02","6.34","0.26","2409.72","2422.53","2399.26","294224.0","5476236.0","1.898174386E9"
"2022/09/05","2403.68","-5.73","-0.24","2410.07","2424.77","2392.63","354738.0","6277834.0","1.893408648E9"
"2022/09/02","2409.41","-6.20","-0.26","2427.70","2432.37","2402.67","391599.0","7214620.0","1.899054383E9"
"2022/09/01","2415.61","-56.44","-2.28","2443.00","2443.61","2415.61","580021.0","8452318.0","1.904334718E9"
"2022/08/31","2472.05","21.12","0.86","2433.47","2473.75","2426.14","436247.0","9562592.0","1.948130001E9"
"2022/08/30","2450.93","24.04","0.99","2441.21","2453.91","2433.48","336555.0","6826615.0","1.932045596E9"
"2022/08/29","2426.89","-54.14","-2.18","2432.06","2432.89","2417.01","448746.0","7891467.0","1.91322519E9"
"2022/08/26","2481.03","3.77","0.15","2489.14","2497.76","2476.75","520091.0","8628665.0","1.955296364E9"
"2022/08/25","2477.26","29.81","1.22","2459.79","2477.26","2455.32","426230.0","7286329.0","1.951737898E9"
"2022/08/24","2447.45","12.11","0.50","2446.18","2454.01","2430.69","423502.0","8119784.0","1.928432688E9"
"2022/08/23","2435.34","-27.16","-1.10","2449.31","2454.55","2431.83","471166.0","7560708.0","1.919622194E9"
"2022/08/22","2462.50","-30.19","-1.21","2467.38","2475.77","2457.08","422552.0","6108019.0","1.940547399E9"
"2022/08/19","2492.69","-15.36","-0.61","2510.72","2510.72","2492.69","459835.0","7138648.0","1.963842895E9"
"2022/08/18","2508.05","-8.42","-0.33","2499.30","2515.37","2488.09","381628.0","7105985.0","1.976095948E9"
"2022/08/17","2516.47","-17.05","-0.67","2536.57","2543.15","2512.01","418053.0","7153680.0","1.982238266E9"
"2022/08/16","2533.52","5.58","0.22","2543.05","2546.35","2532.20","398335.0","8064107.0","1.995548135E9"
"2022/08/12","2527.94","4.16","0.16","2519.66","2533.20","2514.31","445547.0","8028577.0","1.990518588E9"
"2022/08/11","2523.78","42.90","1.73","2507.74","2523.78","2506.41","505246.0","9710840.0","1.986815489E9"
"2022/08/10","2480.88","-22.58","-0.90","2493.70","2494.15","2478.21","479467.0","9029482.0","1.953610456E9"
"2022/08/09","2503.46","10.36","0.42","2493.57","2506.49","2481.36","454364.0","8940803.0","1.971839855E9"
