일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2024/03/26","2757.09","19.52","0.71","2756.42","2779.40","2752.27","448301.0","1.2188273E7","2.24807496E9"
"2024/03/25","2737.57","-10.99","-0.40","2756.59","2763.63","2731.70","489620.0","9979717.0","2.23045071E9"
"2024/03/22","2748.56","-6.30","-0.23","2751.15","2763.06","2738.18","509545.0","1.1532687E7","2.240018471E9"
"2024/03/21","2754.86","64.72","2.41","2731.18","2755.45","2724.25","825227.0","1.4013557E7","2.244169944E9"
"2024/03/20","2690.14","33.97","1.28","2680.70","2692.52","2674.09","720452.0","1.2739395E7","2.190991693E9"
"2024/03/19","2656.17","-29.67","-1.10","2673.57","2673.57","2645.14","695866.0","1.0702805E7","2.162284635E9"
"2024/03/18","2685.84","19.00","0.71","2678.52","2688.07","2665.28","408182.0","9523806.0","2.186414425E9"
"2024/03/15","2666.84","-51.92","-1.91","2701.91","2705.59","2666.84","584948.0","1.3235768E7","2.171246911E9"
"2024/03/14","2718.76","25.19","0.94","2698.37","2718.76","2696.31","609288.0","1.4142603E7","2.214176884E9"
"2024/03/13","2693.57","11.76","0.44","2694.71","2701.45","2679.54","498760.0","1.0957571E7","2.193638399E9"
"2024/03/12","2681.81","21.97","0.83","2673.47","2686.14","2659.72","403969.0","9731031.0","2.183694627E9"
"2024/03/11","2659.84","-20.51","-0.77","2665.58","2677.21","2658.74","391385.0","8856059.0","2.16599124E9"
"2024/03/08","2680.35","32.73","1.24","2676.79","2688.00","2668.38","454260.0","1.1479441E7","2.183434414E9"
"2024/03/07","2647.62","6.13","0.23","2653.98","2660.26","2633.57","462911.0","1.0871921E7","2.157093122E9"
"2024/03/06","2641.49","-7.91","-0.30","2638.84","2649.78","2630.16","378994.0","1.0533006E7","2.152385363E9"
"2024/03/05","2649.40","-24.87","-0.93","2660.80","2684.83","2649.35","457237.0","1.2207053E7","2.159737908E9"
"2024/03/04","2674.27","31.91","1.21","2664.52","2682.80","2662.32","404014.0","1.2680158E7","2.180068722E9"
"2024/02/29","2642.36","-9.93","-0.37","2643.48","2647.56","2628.62","496064.0","1.2975398E7","2.154501763E9"
"2024/02/28","2652.29","27.24","1.04","2629.11","2657.32","2623.15","421553.0","1.0266443E7","2.160300899E9"
"2024/02/27","2625.05","-22.03","-0.83","2654.76","2654.76","2619.38","574302.0","1.2634502E7","2.138605309E9"
"2024/02/26","2647.08","-20.62","-0.77","2657.35","2659.60","2629.78","531661.0","1.0950641E7","2.154285533E9"
"2024/02/23","2667.70","3.43","0.13","2681.03","2694.80","2665.21","415376.0","1.0282074E7","2.172012828E9"
"2024/02/22","2664.27","10.96","0.41","2671.69","2671.69","2653.99","456397.0","1.0278919E7","2.169296821E9"
"2024/02/21","2653.31","-4.48","-0.17","2656.92","2670.95","2644.04","562144.0","9150151.0","2.160613141E9"
"2024/02/20","2657.79","-22.47","-0.84","2671.55","2673.84","2643.93","612668.0","9999238.0","2.164246684E9"
"2024/02/19","2680.26","31.50","1.19","2653.12","2683.39","2653.12","422699.0","9820891.0","2.18200086E9"
"2024/02/16","2648.76","34.96","1.34","2635.63","2648.76","2625.01","593842.0","1.0221804E7","2.156678844E9"
"2024/02/15","2613.80","-6.62","-0.25","2643.81","2643.86","2613.80","621363.0","1.0691024E7","2.12800741E9"
"2024/02/14","2620.42","-29.22","-1.10","2609.60","2627.31","2601.99","543525.0","1.0107666E7","2.134335215E9"
"2024/02/13","2649.64","29.32","1.12","2644.17","2656.87","2640.96","559385.0","1.3294429E7","2.157419255E9"
"2024/02/08","2620.32","10.74","0.41","2620.26","2629.51","2610.21","430009.0","1.2493448E7","2.132384708E9"
"2024/02/07","2609.58","33.38","1.30","2592.59","2625.24","2588.09","518182.0","1.149168E7","2.123763208E9"
"2024/02/06","2576.20","-15.11","-0.58","2584.20","2599.18","2563.87","411618.0","1.0386506E7","2.095645931E9"
"2024/02/05","2591.31","-24.00","-0.92","2612.77","2612.77","2562.50","511678.0","1.2476233E7","2.107741573E9"
"2024/02/02","2615.31","72.85","2.87","2559.40","2615.34","2559.39","596121.0","1.436815E7","2.126219526E9"
"2024/02/01","2542.46","45.37","1.82","2491.93","2542.46","2491.93","751075.0","1.3462482E7","2.067112302E9"
"2024/01/31","2497.09","-1.72","-0.07","2487.90","2502.45","2486.97","454574.0","9000430.0","2.030032669E9"
"2024/01/30","2498.81","-1.84","-0.07","2523.68","2528.54","2498.81","481809.0","8734431.0","2.032788176E9"
"2024/01/29","2500.65","22.09","0.89","2490.93","2516.92","2483.81","427440.0","8958521.0","2.034462573E9"
"2024/01/26","2478.56","8.22","0.33","2458.05","2502.61","2453.45","292662.0","7144493.0","2.009937343E9"
"2024/01/25","2470.34","0.65","0.03","2467.73","2474.01","2452.36","357234.0","8124338.0","2.003599595E9"
"2024/01/24","2469.69","-8.92","-0.36","2476.22","2476.22","2454.34","395464.0","7446527.0","2.003932327E9"
"2024/01/23","2478.61","14.26","0.58","2478.32","2482.84","2464.24","472284.0","8029400.0","2.010744286E9"
"2024/01/22","2464.35","-8.39","-0.34","2489.57","2490.69","2464.35","388046.0","8419916.0","1.999139798E9"
"2024/01/19","2472.74","32.70","1.34","2468.43","2479.00","2455.50","518807.0","9174537.0","2.005853267E9"
"2024/01/18","2440.04","4.14","0.17","2439.96","2453.97","2429.12","571507.0","8300178.0","1.978349881E9"
